End of Run Costs
MLam	STLam
632.0	652.0
632.0	652.0
632.0	642.0
652.0	652.0
652.0	632.0
632.0	632.0
652.0	632.0
652.0	652.0
632.0	632.0
652.0	662.0
652.0	632.0
642.7368421052631	622.0
652.0	632.0
642.0	662.0
652.0	642.7368421052631
632.0	652.0
632.0	652.0
632.0	642.7368421052631
652.0	632.0
632.0	662.7368421052631
612.0	652.0
632.0	652.0
632.0	642.7368421052631
632.0	652.0
632.0	652.0
632.0	652.0
612.0	754.0
632.0	652.0
632.0	652.0
632.0	612.0
632.0	652.0
652.0	632.0
632.0	632.0
632.0	652.0
652.0	652.0
632.0	632.0
632.0	632.0
632.0	632.0
632.0	632.0
754.0	652.0
632.0	652.0
632.0	662.0
632.0	632.0
632.0	632.0
632.0	612.0
632.0	652.0
632.0	652.0
632.0	652.0
632.0	662.0
632.0	632.0
734.0	632.0
612.0	652.0
632.0	632.0
632.0	652.0
632.0	652.0
632.0	632.0
632.0	632.0
632.0	652.0
632.0	652.0
632.0	632.0
632.0	632.0
642.0	652.0
652.0	632.0
652.0	652.0
652.0	642.0
632.0	632.0
632.0	632.0
642.0	652.0
632.0	652.0
642.0	652.0
632.0	632.0
632.0	652.0
632.0	662.7368421052631
632.0	652.0
632.0	652.0
632.0	662.0
632.0	662.0
652.0	642.0
622.0	652.0
652.0	652.0
642.0	642.0
652.0	652.0
632.0	632.0
632.0	652.0
632.0	652.0
612.0	632.0
632.0	652.0
632.0	642.7368421052631
632.0	632.0
632.0	632.0
652.0	632.0
632.0	632.0
652.0	632.0
642.0	632.0
612.0	652.0
632.0	632.0
632.0	632.0
632.0	652.0
652.0	632.0
642.0	652.0
Acceptance Rate
0.61	1.0
0.94	0.75
0.82	0.6
0.62	0.6
0.69	0.65
0.55	0.61
0.62	0.58
0.58	0.53
0.55	0.5
0.42	0.43
0.56	0.48
0.45	0.5
0.48	0.51
0.51	0.5
0.47	0.41
0.39	0.46
0.56	0.51
0.44	0.37
0.47	0.34
0.48	0.41
0.45	0.4
0.48	0.43
0.46	0.43
0.4	0.46
0.51	0.39
0.49	0.45
0.39	0.47
0.4	0.41
0.36	0.44
0.43	0.37
0.54	0.4
0.45	0.38
0.42	0.35
0.45	0.48
0.41	0.39
0.42	0.49
0.53	0.4
0.4	0.52
0.36	0.43
0.49	0.4
0.49	0.42
0.48	0.39
0.42	0.48
0.47	0.43
0.4	0.4
0.46	0.43
0.42	0.46
0.43	0.49
0.41	0.5
0.54	0.44
0.54	0.45
0.44	0.41
0.46	0.39
0.4	0.45
0.41	0.41
0.53	0.44
0.45	0.4
0.42	0.44
0.43	0.4
0.36	0.38
0.47	0.48
0.45	0.38
0.43	0.39
0.36	0.37
0.4	0.4
0.47	0.46
0.46	0.36
0.38	0.35
0.52	0.46
0.38	0.41
0.43	0.45
0.53	0.48
0.42	0.48
0.47	0.45
0.35	0.45
0.4	0.45
0.5	0.57
0.5	0.35
0.31	0.37
0.46	0.48
0.45	0.45
0.34	0.52
0.46	0.49
0.4	0.52
0.51	0.38
0.47	0.49
0.41	0.46
0.42	0.37
0.28	0.4
0.41	0.41
0.36	0.48
0.42	0.43
0.46	0.5
0.42	0.41
0.44	0.51
0.44	0.48
0.49	0.46
0.51	0.45
0.41	0.46
0.36	0.34
0.43	0.49
0.49	0.43
0.4	0.48
0.44	0.44
0.46	0.5
0.38	0.47
0.45	0.44
0.41	0.41
0.41	0.42
0.42	0.46
0.44	0.47
0.45	0.49
0.41	0.39
0.41	0.47
0.5	0.4
0.45	0.48
0.42	0.45
0.32	0.45
0.47	0.41
0.5	0.42
0.43	0.47
0.42	0.42
0.49	0.46
0.48	0.4
0.4	0.5
0.5	0.43
0.53	0.4
0.46	0.37
0.42	0.41
0.4	0.49
0.44	0.46
0.41	0.42
0.4	0.31
0.3	0.32
0.32	0.26
0.42	0.23
0.28	0.27
0.25	0.28
0.23	0.15
0.19	0.16
0.2	0.18
0.13	0.14
0.25	0.21
0.2	0.21
0.15	0.2
0.15	0.19
0.16	0.24
0.15	0.2
0.2	0.21
0.15	0.29
0.23	0.2
0.29	0.18
0.25	0.16
0.2	0.21
0.23	0.22
0.16	0.23
0.19	0.22
0.14	0.21
0.21	0.16
0.2	0.18
0.3	0.21
0.2	0.14
0.15	0.18
0.17	0.27
0.21	0.28
0.25	0.18
0.16	0.18
0.16	0.2
0.16	0.23
0.25	0.2
0.13	0.24
0.17	0.21
0.23	0.2
0.21	0.16
0.15	0.23
0.16	0.2
0.16	0.12
0.16	0.17
0.22	0.16
0.17	0.22
0.22	0.12
0.25	0.24
0.18	0.21
0.2	0.17
0.19	0.19
0.17	0.15
0.19	0.21
0.21	0.26
0.17	0.21
0.21	0.27
0.23	0.23
0.2	0.15
0.13	0.15
0.19	0.14
0.21	0.16
0.14	0.17
0.22	0.22
0.17	0.14
0.18	0.17
0.18	0.22
0.17	0.26
