End of Run Costs
MLam	STLam
160	160
120	280
180	200
140	220
120	160
120	160
200	180
120	220
100	200
120	320
100	200
160	220
180	200
140	200
120	260
160	220
120	200
180	280
120	280
120	260
180	200
140	260
120	220
180	280
100	240
160	220
60	300
120	220
180	180
140	240
80	260
100	220
140	240
140	260
140	200
180	160
60	180
200	220
120	180
140	140
120	220
140	180
220	240
140	240
120	220
180	200
120	220
180	260
180	180
120	280
180	180
100	180
180	300
160	240
100	220
100	220
120	260
100	180
100	220
100	260
160	200
140	200
100	200
140	260
180	160
140	180
120	260
60	240
100	220
140	260
80	200
100	240
140	240
140	220
140	180
140	200
120	280
120	180
100	240
100	200
100	200
140	200
160	180
80	220
140	180
160	160
100	220
80	200
140	180
140	240
140	220
120	180
140	240
100	180
140	200
160	260
180	200
120	280
180	200
120	180
Acceptance Rate
0.51	1.0
0.01	0.74
0.0	0.73
0.11	0.64
0.22	0.66
0.17	0.59
0.34	0.41
0.61	0.59
0.73	0.59
0.6	0.55
0.38	0.5
0.5	0.54
0.41	0.58
0.44	0.46
0.5	0.45
0.5	0.6
0.52	0.49
0.41	0.52
0.5	0.4
0.42	0.41
0.39	0.47
0.47	0.5
0.43	0.44
0.46	0.42
0.49	0.5
0.43	0.44
0.41	0.35
0.57	0.42
0.51	0.43
0.42	0.43
0.46	0.46
0.41	0.46
0.44	0.4
0.32	0.45
0.41	0.52
0.38	0.55
0.42	0.42
0.45	0.55
0.53	0.38
0.43	0.41
0.45	0.48
0.38	0.49
0.47	0.4
0.45	0.46
0.48	0.49
0.41	0.4
0.41	0.47
0.48	0.42
0.49	0.47
0.47	0.46
0.43	0.46
0.51	0.48
0.32	0.44
0.45	0.47
0.5	0.45
0.38	0.42
0.44	0.44
0.36	0.42
0.45	0.34
0.38	0.55
0.48	0.36
0.43	0.44
0.49	0.52
0.4	0.42
0.4	0.49
0.45	0.44
0.54	0.47
0.43	0.42
0.45	0.41
0.52	0.43
0.48	0.34
0.44	0.47
0.42	0.42
0.47	0.41
0.37	0.49
0.48	0.43
0.46	0.41
0.39	0.42
0.48	0.44
0.56	0.42
0.41	0.44
0.41	0.39
0.44	0.48
0.54	0.51
0.48	0.44
0.44	0.41
0.38	0.47
0.45	0.47
0.47	0.43
0.46	0.41
0.46	0.5
0.42	0.45
0.45	0.42
0.39	0.47
0.48	0.52
0.53	0.45
0.38	0.4
0.53	0.39
0.47	0.44
0.48	0.43
0.45	0.39
0.39	0.46
0.4	0.41
0.44	0.46
0.44	0.46
0.51	0.36
0.43	0.46
0.47	0.45
0.42	0.41
0.44	0.35
0.45	0.48
0.44	0.34
0.43	0.35
0.55	0.44
0.37	0.41
0.42	0.41
0.48	0.53
0.51	0.41
0.35	0.37
0.43	0.41
0.39	0.39
0.41	0.43
0.5	0.48
0.48	0.5
0.43	0.46
0.43	0.43
0.48	0.46
0.47	0.37
0.47	0.49
0.32	0.41
0.45	0.48
0.45	0.42
0.32	0.31
0.34	0.3
0.25	0.25
0.25	0.32
0.21	0.21
0.18	0.21
0.19	0.15
0.2	0.16
0.2	0.22
0.15	0.15
0.19	0.08
0.13	0.13
0.12	0.15
0.14	0.11
0.09	0.09
0.06	0.11
0.09	0.06
0.06	0.13
0.04	0.05
0.02	0.07
0.06	0.07
0.08	0.06
0.07	0.04
0.05	0.05
0.02	0.05
0.03	0.04
0.04	0.03
0.04	0.02
0.02	0.02
0.01	0.03
0.0	0.07
0.05	0.03
0.02	0.04
0.02	0.03
0.0	0.01
0.01	0.01
0.04	0.01
0.0	0.0
0.02	0.02
0.02	0.01
0.01	0.01
0.02	0.02
0.0	0.0
0.0	0.02
0.0	0.01
0.02	0.01
0.02	0.0
0.0	0.0
0.01	0.01
0.0	0.01
0.0	0.0
0.0	0.01
0.0	0.0
0.0	0.01
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.01
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.01
0.0	0.0
0.0	0.01
0.0	0.0
