End of Run Costs
MLam	STLam
0	504
504	0
504	0
0	504
0	0
504	0
0	0
504	0
0	624
0	0
504	0
0	504
0	0
584	0
0	0
0	0
0	0
0	504
0	0
0	504
0	0
0	504
504	0
0	624
504	0
504	0
0	504
752	752
0	0
0	504
0	504
0	0
0	504
504	504
504	504
0	0
0	0
512	624
0	592
0	504
0	0
0	0
0	0
504	0
0	0
0	0
0	504
504	0
504	504
0	504
0	0
0	504
504	0
0	504
0	624
0	504
504	0
504	0
0	0
0	0
0	528
0	504
504	0
504	0
504	504
504	504
504	0
0	504
0	504
0	504
0	752
0	752
504	504
0	0
504	0
0	0
624	0
504	0
504	0
0	504
0	504
504	0
0	0
0	512
0	0
0	504
504	0
504	0
0	504
504	0
0	504
0	504
504	504
624	0
504	504
0	0
624	504
0	0
504	0
504	0
Acceptance Rate
1.0	1.0
0.93	0.92
0.89	0.85
0.89	0.87
0.84	0.76
0.7	0.72
0.74	0.73
0.75	0.66
0.7	0.74
0.64	0.65
0.62	0.69
0.56	0.58
0.52	0.54
0.47	0.57
0.51	0.43
0.43	0.45
0.43	0.44
0.44	0.54
0.47	0.44
0.32	0.37
0.39	0.38
0.36	0.42
0.39	0.44
0.35	0.36
0.31	0.33
0.3	0.28
0.32	0.29
0.23	0.26
0.38	0.35
0.36	0.43
0.33	0.35
0.33	0.44
0.3	0.32
0.3333333333333333	0.4
0.24242424242424243	0.38
0.42424242424242425	0.39
0.3939393939393939	0.38
0.3333333333333333	0.4
0.36363636363636365	0.42
0.45454545454545453	0.45
0.3939393939393939	0.48
0.47474747474747475	0.44
0.46464646464646464	0.52
0.3838383838383838	0.54
0.494949494949495	0.53
0.3838383838383838	0.52
0.5151515151515151	0.6
0.494949494949495	0.51
0.5757575757575758	0.55
0.3939393939393939	0.53
0.5656565656565656	0.49
0.5454545454545454	0.5
0.48484848484848486	0.42424242424242425
0.40404040404040403	0.40404040404040403
0.46464646464646464	0.46464646464646464
0.42424242424242425	0.47474747474747475
0.37373737373737376	0.46464646464646464
0.5353535353535354	0.45454545454545453
0.5151515151515151	0.5252525252525253
0.4444444444444444	0.46464646464646464
0.45454545454545453	0.494949494949495
0.40404040404040403	0.43434343434343436
0.40404040404040403	0.36363636363636365
0.4444444444444444	0.35353535353535354
0.48484848484848486	0.4444444444444444
0.494949494949495	0.30303030303030304
0.47474747474747475	0.43434343434343436
0.3838383838383838	0.47474747474747475
0.5151515151515151	0.48484848484848486
0.5252525252525253	0.494949494949495
0.40404040404040403	0.47474747474747475
