End of Run Costs
MLam	STLam
15960	15760
14320	16620
15400	16380
15460	15500
15120	16480
15240	15480
14720	15640
15140	15820
14820	15660
15040	15420
15060	15680
15340	16820
14440	16440
14920	16420
14940	16180
14920	15880
14260	15200
14480	15060
14680	15500
14780	16700
16100	16960
15020	15440
14500	15580
15180	16140
15140	15720
14940	15520
15040	15600
15120	16180
14740	15820
14940	15200
15040	16360
15280	15940
15000	16180
14960	16140
14940	16460
15060	16220
15240	16200
15000	15260
15120	16400
14880	15740
15320	15560
15440	16600
15380	15840
15260	16280
14760	15880
15200	15500
15220	15300
15200	16260
15040	16960
14840	16560
15060	16780
14140	15880
14880	15840
14560	16100
14580	15820
15120	15480
14980	16420
15220	15560
14200	16340
15440	16520
15260	16140
15060	16220
15460	16100
14220	15900
14600	16240
15180	15500
15180	16020
15320	15540
15020	16240
14900	16240
14660	16500
14480	16360
15420	16040
15080	15060
14680	16080
15220	16120
15220	15800
15060	15740
14420	16260
15480	15980
14820	15520
14840	16540
14940	15760
14900	15800
14520	15180
15120	16240
14980	15840
15760	16580
15520	15600
15060	16300
14680	16500
14980	15760
14940	17000
14720	15420
14420	16580
15020	16000
14980	16380
14420	16300
14760	15580
14920	15760
Acceptance Rate
0.43	1.0
0.9	0.7
0.84	0.7
0.71	0.64
0.6	0.68
0.73	0.56
0.62	0.52
0.5	0.61
0.57	0.53
0.54	0.5
0.45	0.4
0.56	0.52
0.55	0.53
0.46	0.43
0.45	0.49
0.51	0.47
0.44	0.43
0.45	0.41
0.41	0.53
0.46	0.45
0.37	0.39
0.5	0.46
0.44	0.39
0.39	0.45
0.5	0.46
0.35	0.47
0.43	0.46
0.47	0.46
0.43	0.43
0.38	0.41
0.43	0.44
0.42	0.45
0.39	0.45
0.47	0.38
0.4	0.5
0.4	0.4
0.41	0.44
0.48	0.4
0.44	0.49
0.4	0.43
0.41	0.39
0.39	0.42
0.43	0.49
0.43	0.43
0.44	0.51
0.41	0.48
0.42	0.46
0.53	0.39
0.38	0.49
0.47	0.47
0.43	0.45
0.51	0.5
0.47	0.45
0.45	0.36
0.42	0.46
0.4	0.38
0.32	0.37
0.44	0.4
0.49	0.45
0.44	0.39
0.44	0.46
0.45	0.31
0.44	0.48
0.48	0.4
0.46	0.5
0.48	0.34
0.48	0.4
0.48	0.44
0.45	0.45
0.52	0.44
0.52	0.42
0.33	0.39
0.39	0.46
0.53	0.45
0.36	0.52
0.48	0.43
0.39	0.4
0.47	0.54
0.43	0.44
0.5	0.39
0.44	0.48
0.51	0.45
0.43	0.54
0.44	0.42
0.37	0.35
0.52	0.41
0.41	0.46
0.41	0.54
0.4	0.38
0.47	0.45
0.38	0.46
0.42	0.49
0.39	0.51
0.45	0.39
0.36	0.36
0.44	0.36
0.46	0.46
0.49	0.43
0.35	0.42
0.39	0.41
0.5	0.45
0.41	0.44
0.42	0.45
0.43	0.47
0.4	0.47
0.42	0.45
0.45	0.42
0.48	0.49
0.41	0.4
0.47	0.46
0.41	0.44
0.43	0.42
0.49	0.45
0.37	0.43
0.4	0.49
0.43	0.48
0.34	0.4
0.4	0.37
0.43	0.43
0.39	0.47
0.38	0.44
0.4	0.39
0.4	0.44
0.56	0.52
0.42	0.37
0.36	0.52
0.48	0.43
0.4	0.49
0.36	0.4
0.45	0.39
0.37	0.37
0.37	0.38
0.31	0.35
0.29	0.19
0.3	0.33
0.3	0.23
0.3	0.29
0.38	0.22
0.21	0.2
0.18	0.18
0.2	0.19
0.2	0.12
0.09	0.16
0.17	0.18
0.16	0.08
0.18	0.09
0.04	0.1
0.15	0.1
0.15	0.05
0.1	0.07
0.07	0.09
0.03	0.03
0.12	0.06
0.05	0.03
0.05	0.04
0.1	0.05
0.04	0.09
0.05	0.06
0.02	0.04
0.03	0.06
0.06	0.01
0.07	0.0
0.0	0.02
0.02	0.02
0.02	0.03
0.0	0.01
0.01	0.02
0.01	0.04
0.01	0.0
0.03	0.02
0.04	0.02
0.02	0.02
0.0	0.02
0.01	0.0
0.01	0.0
0.02	0.01
0.01	0.01
0.0	0.0
0.01	0.01
0.0	0.01
0.0	0.0
0.01	0.01
0.0	0.01
0.02	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.02	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.01	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.01
0.0	0.0
0.0	0.0
