End of Run Costs
MLam	STLam
36	0
54	0
72	36
72	18
36	18
36	18
72	36
54	72
54	36
18	0
18	0
36	18
54	0
54	18
18	0
36	18
0	36
18	36
18	0
54	18
72	54
54	18
36	18
36	36
36	36
0	36
18	54
36	36
18	0
90	18
72	18
54	18
54	0
54	18
72	36
72	36
36	18
54	18
36	0
54	36
36	18
72	0
36	18
18	18
0	18
54	0
54	0
72	0
36	36
0	18
36	36
54	18
54	0
90	18
72	36
36	0
54	36
36	36
90	36
54	0
18	0
36	18
72	54
108	36
54	54
36	18
72	36
54	36
36	18
18	18
18	18
54	0
72	0
72	36
0	0
36	36
54	18
54	36
90	54
0	36
54	36
54	18
90	36
54	18
54	0
90	18
54	54
72	18
18	0
72	54
36	36
54	36
108	54
72	0
54	18
72	0
72	0
90	54
54	18
18	0
Acceptance Rate
0.54	1.0
0.88	0.77
0.77	0.78
0.72	0.67
0.73	0.65
0.67	0.62
0.55	0.47
0.55	0.58
0.67	0.48
0.6	0.45
0.54	0.35
0.56	0.52
0.49	0.52
0.44	0.46
0.51	0.47
0.45	0.45
0.48	0.45
0.38	0.53
0.48	0.42
0.46	0.48
0.57	0.42
0.48	0.47
0.43	0.38
0.49	0.43
0.44	0.52
0.46	0.41
0.45	0.36
0.37	0.42
0.48	0.4
0.42	0.4
0.48	0.38
0.47	0.41
0.51	0.39
0.42	0.52
0.47	0.51
0.39	0.47
0.49	0.49
0.44	0.4
0.45	0.38
0.43	0.49
0.47	0.46
0.46	0.48
0.43	0.46
0.51	0.5
0.41	0.44
0.41	0.46
0.37	0.52
0.47	0.42
0.41	0.38
0.45	0.45
0.43	0.43
0.45	0.43
0.43	0.41
0.39	0.44
0.45	0.4
0.38	0.46
0.45	0.5
0.36	0.42
0.46	0.45
0.38	0.46
0.53	0.45
0.41	0.42
0.46	0.53
0.41	0.34
0.47	0.46
0.35	0.37
0.46	0.4
0.45	0.46
0.47	0.41
0.45	0.42
0.37	0.46
0.49	0.5
0.44	0.41
0.48	0.43
0.45	0.41
0.44	0.42
0.4	0.41
0.39	0.39
0.54	0.37
0.5	0.41
0.45	0.45
0.4	0.45
0.47	0.48
0.43	0.38
0.38	0.43
0.45	0.47
0.49	0.46
0.4	0.48
0.46	0.47
0.48	0.32
0.44	0.42
0.51	0.35
0.39	0.41
0.45	0.47
0.41	0.5
0.38	0.41
0.51	0.52
0.4	0.39
0.56	0.44
0.41	0.41
0.48	0.41
0.45	0.5
0.44	0.39
0.51	0.42
0.48	0.45
0.42	0.47
0.32	0.46
0.35	0.4
0.45	0.46
0.43	0.41
0.46	0.46
0.44	0.46
0.51	0.35
0.44	0.42
0.44	0.42
0.53	0.46
0.48	0.47
0.42	0.49
0.48	0.48
0.35	0.34
0.44	0.46
0.43	0.43
0.52	0.44
0.42	0.45
0.39	0.4
0.46	0.4
0.46	0.44
0.55	0.41
0.42	0.55
0.4	0.47
0.46	0.41
0.47	0.35
0.28	0.32
0.33	0.33
0.31	0.27
0.29	0.25
0.26	0.17
0.23	0.22
0.19	0.19
0.2	0.2
0.1	0.19
0.15	0.16
0.18	0.18
0.1	0.14
0.09	0.15
0.08	0.07
0.11	0.18
0.11	0.11
0.06	0.05
0.06	0.08
0.08	0.05
0.07	0.03
0.07	0.06
0.12	0.06
0.05	0.05
0.01	0.05
0.05	0.05
0.05	0.05
0.03	0.02
0.02	0.06
0.04	0.04
0.02	0.01
0.03	0.03
0.03	0.01
0.04	0.0
0.0	0.03
0.04	0.01
0.02	0.02
0.02	0.01
0.02	0.01
0.0	0.01
0.01	0.0
0.02	0.02
0.01	0.01
0.0	0.0
0.0	0.01
0.01	0.0
0.0	0.02
0.0	0.02
0.0	0.0
0.0	0.02
0.0	0.01
0.0	0.02
0.0	0.0
0.02	0.0
0.02	0.01
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.01
0.0	0.0
0.0	0.0
0.0	0.0
0.01	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
